JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,ICETH(m),Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     MAC,
 22826.000,   686.238,   318.671,     7.813,     0.005,     0.000,     0.000,     0.250,   143.111,  1691.800,     1.000,     0.000,    10.044,  -204.927,     0.000,   353.048,   420.699,   136.054,     1.221,     0.000,         0.000,
 22827.000,   681.807,   318.457,     7.796,     0.005,     0.000,     0.000,     0.250,   142.897,  1691.800,     1.000,     0.000,    10.100,  -197.799,     0.000,   347.086,   422.176,   122.654,     0.056,     0.000,         0.000,
 22828.000,   740.792,   318.238,     7.798,     0.005,     0.000,     0.000,     0.250,   142.678,  1691.800,     1.000,     0.000,    10.127,  -157.677,     0.000,   359.040,   424.135,    90.163,     2.420,     0.000,         0.000,
 22829.000,   666.436,   318.028,     7.808,     0.005,     0.000,     0.000,     0.250,   142.468,  1667.500,     1.000,     0.000,    10.206,  -174.057,     0.000,   359.872,   427.117,   111.223,    -4.412,     0.000,         0.000,
 22830.000,   391.855,   317.826,     7.858,     0.005,     0.000,     0.000,     0.250,   142.266,  1667.500,     1.000,     0.000,    10.271,  -200.905,     0.000,   363.991,   429.292,   141.687,    -6.083,     0.000,         0.000,
 22831.000,   674.572,   317.607,     7.858,     0.006,     0.000,     0.000,     0.250,   142.047,  1667.500,     1.000,     0.000,    10.320,  -226.477,     0.000,   363.266,   430.547,   163.812,    -4.616,     0.000,         0.000,
 22832.000,   609.286,   317.389,     7.856,     0.005,     0.000,     0.000,     0.250,   141.829,  1667.500,     1.000,     0.000,    10.360,  -217.182,     0.000,   365.463,   430.716,   157.964,    -6.035,     0.000,         0.000,
 22833.000,   432.988,   317.171,     7.841,     0.006,     0.000,     0.000,     0.250,   141.611,  1667.500,     1.000,     0.000,    10.401,  -244.707,     0.000,   353.880,   431.182,   165.717,     1.689,     0.000,         0.000,
 22834.000,   630.864,   316.951,     7.827,     0.006,     0.000,     0.000,     0.250,   141.391,  1667.500,     1.000,     0.000,    10.444,  -234.572,     0.000,   363.960,   432.850,   168.858,    -3.176,     0.000,         0.000,
 22835.000,   574.035,   316.729,     7.872,     0.006,     0.000,     0.000,     0.250,   141.169,  1667.500,     1.000,     0.000,    10.510,  -227.208,     0.000,   375.893,   434.552,   177.421,    -8.872,     0.000,         0.000,
